Address,lat,lng
"Des Moines, IA 50316",41.6099344,-93.596457
"Richmond, IN 47374",39.8289369,-84.8902382
"Potsdam, NY 13676",44.6697805,-74.9813084
"Charlotte, NC 28223",35.3064021,-80.7332216
"Tyler, TX 75799",32.31651,-95.25146850000002
"Charlottesville, VA 22904",38.0340277,-78.510016
"New York, NY 10010",40.7388319,-73.98153370000001
"Clemson, SC 29634",34.680476,-82.8391552
"Clemson, SC 29634",34.680476,-82.8391552
"Elon, NC 27244",36.09827620000001,-79.5115433
"Elon, NC 27244",36.09827620000001,-79.5115433
"Washington, DC 20052",38.8993373,-77.0485308
"Ames, IA 50011",42.0288663,-93.64803069999999
"Decorah, IA 52101",43.30330559999999,-91.7857092
"Bronx, NY 10471",40.8971509,-73.9065883
"Marquette, MI 49855",46.5436199,-87.3953713
"Nashville, TN 37209",36.1484862,-86.9523954
"Gainesville, FL 32611",29.6130239,-82.371937
"Moscow, ID 83844",46.7258512,-117.0125641
"Los Angeles, CA 90089",34.0220127,-118.2892046
"Tampa, FL 33606",27.926156,-82.4563199
"Orem, UT 84058",40.2814786,-111.7733902
"Fitchburg, MA 01420",42.5834228,-71.8022955
"Baton Rouge, LA 70803",30.41,-91.17999999999999
"Fort Lauderdale, FL 33314",26.0695412,-80.22655449999999
"Indianola, IA 50125",41.3580484,-93.5574376
"Hilo, HI 96720",19.7241106,-155.0868193
"Lowell, MA 01854",42.6460285,-71.3646236
"Chicago, IL 60605",41.8703314,-87.62357420000001
"New York, NY 10021",40.7700703,-73.9580246
"Houghton, MI 49931",47.0979653,-88.5606025
"Monmouth, IL 61462",40.9114271,-90.64735759999999
"Des Plaines, IL 60016",42.0488548,-87.8844309
"Des Plaines, IL 60016",42.0488548,-87.8844309
"Pittsburgh, PA 15222",40.4475255,-79.9933976
"Cookeville, TN 38505",36.1755178,-85.5039271
"Denver, CO 80217",39.790486,-104.9000469
"Duluth, MN 55812",46.80905019999999,-92.0695841
"Utica, NY 13502",43.100903,-75.232664
"Nashville, TN 37212",36.1390165,-86.7969244
"Nashville, TN 37212",36.1390165,-86.7969244
"Nashville, TN 37212",36.1390165,-86.7969244
"Hays, KS 67601",38.8791783,-99.3267702
"University Park, IL 60484",41.4437991,-87.7221872
"University Park, IL 60484",41.4437991,-87.7221872
"Maryville, TN 37804",35.7830899,-83.91089680000002
"Monmouth, OR 97361",44.8484524,-123.2339888
"Monmouth, OR 97361",44.8484524,-123.2339888
"Ellensburg, WA 98926",46.9965144,-120.5478474
"Moorhead, MN 56562",46.8610165,-96.7750468
"Hays, KS 67601",38.8791783,-99.3267702
"East Lansing, MI 48824",42.724305,-84.4796047
"New York, NY 10003",40.7322535,-73.9874105
"Pleasantville, NY 10570",41.1333371,-73.7924152
"Augusta, ME 04330",44.3106241,-69.7794897
"West Point, NY 10996",41.39205,-73.9712488
"Riverside, CA 92504",33.9012386,-117.3910247
"Hamilton, NY 13346",42.8270136,-75.5446238
"New Haven, CT 06515",41.3266814,-72.9637728
"Marietta, GA 30060",33.9488147,-84.53794549999999
"Colorado Springs, CO 80918",38.9043608,-104.7637619
"Youngstown, OH 44555",41.1078563,-80.6458715
"Pleasantville, NY 10570",41.1333371,-73.7924152
"University Center, MI 48710",43.5595162,-83.99447769999999
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Northridge, CA 91330",34.2489458,-118.5258067
"River Forest, IL 60305",41.8940762,-87.8205864
"Frostburg, MD 21532",39.6581424,-78.92835699999999
"Decatur, IL 62522",39.8231401,-89.0466016
"Brooklyn, NY 11201",40.6986772,-73.9859414
"East Peoria, IL 61635",40.7,-89.52
"San Marcos, CA 92069",33.1630271,-117.1617685
"Waukesha, WI 53188",43.0165459,-88.29476749999999
"Atlanta, GA 30332",33.7700012,-84.3811458
"Baltimore, MD 21217",39.3056685,-76.6354952
"Rochester, NY 14623",43.0915814,-77.6421577
"Augusta, GA 30904",33.4775837,-82.013465
"Kent, OH 44242",41.15375,-81.35127
"Beaumont, TX 77710",30.0498772,-94.0798435
"Bronx, NY 10471",40.8971509,-73.9065883
"Rockville Centre, NY 11571",40.6599999,-73.65
"Albany, NY 12222",42.6907733,-73.8279381
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Platteville, WI 53818",42.73416,-90.4784621
"Platteville, WI 53818",42.73416,-90.4784621
"Goshen, IN 46526",41.5471471,-85.8690933
"Tuscaloosa, AL 35487",33.207199,-87.5482025
"Ann Arbor, MI 48109",42.3053253,-83.6694169
"Lexington, VA 24450",37.78402080000001,-79.4428157
"Azusa, CA 91702",34.1336186,-117.9075627
"Washington, DC 20052",38.8993373,-77.0485308
"Canyon, TX 79016",34.9808062,-101.9155523
"Chicago, IL 60605",41.8703314,-87.62357420000001
"Johnson City, TN 37614",36.30409,-82.36247
"Cambridge, MA 02139",42.36475590000001,-71.1032591
"Cambridge, MA 02139",42.36475590000001,-71.1032591
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Athens, GA 30602",33.954258,-83.37493219999999
"Knoxville, TN 37996",35.9433558,-83.93869910000001
"Fulton, MO 65251",38.84670819999999,-91.94795859999999
"Portland, OR 97207",45.5211732,-122.6806194
"Newberry, SC 29108",34.2745833,-81.6187178
"New Orleans, LA 70118",29.9450835,-90.1261013
"Tuscaloosa, AL 35487",33.207199,-87.5482025
"Salt Lake City, UT 84105",40.7345053,-111.8628205
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Claremont, CA 91711",34.1707374,-117.702148
"Richmond, VA 23284",37.5481822,-77.4533454
"New Britain, CT 06050",41.6645208,-72.7784261
"Palatine, IL 60067",42.1112958,-88.0607565
"Geneva, NY 14456",42.8679836,-76.985557
"Eugene, OR 97405",44.0520691,-123.0867536
"University Park, PA 16802",40.8084075,-77.8638835
"Memphis, TN 38104",35.1323787,-90.004663
"The Woodlands, TX 77381",30.1704912,-95.509247
"Bemidji, MN 56601",47.471573,-94.8826861
"Haverford, PA 19041",40.0022406,-75.3208107
"Bluffton, SC 29909",32.3319107,-80.8875861
"Monmouth, OR 97361",44.8484524,-123.2339888
"New York, NY 10023",40.7769059,-73.9800645
"Little Rock, AR 72204",34.7179437,-92.3714901
"Los Altos Hills, CA 94022",37.3694009,-122.1405413
"Monmouth, IL 61462",40.9114271,-90.64735759999999
"Stillwater, OK 74078",36.1198996,-97.0888415
"Kansas City, MO 64110",39.0362552,-94.57533939999999
"Reno, NV 89557",39.5445866,-119.8167317
"Stockton, CA 95211",37.9794321,-121.3141847
"Bristol, RI 02809",41.6771101,-71.26620249999999
"Weatherford, OK 73096",35.5261633,-98.7075744
"Dallas, PA 18612",41.3361911,-75.9632546
"Amherst, MA 01003",42.3956556,-72.52196169999999
"Duluth, MN 55812",46.80905019999999,-92.0695841
"Saratoga Springs, NY 12866",43.0831301,-73.7845651
"Philadelphia, PA 19122",39.9795244,-75.145782
"College Park, MD 20742",38.9908487,-76.944141
"Muncie, IN 47306",40.1984632,-85.4136959
"Muncie, IN 47306",40.1984632,-85.4136959
"Rockville Centre, NY 11571",40.6599999,-73.65
"New York, NY 10003",40.7322535,-73.9874105
"Mobile, AL 36688",30.6954595,-88.174414
"Philadelphia, PA 19102",39.9556241,-75.1647529
"Albany, NY 12222",42.6907733,-73.8279381
"Fitchburg, MA 01420",42.5834228,-71.8022955
"Dayton, OH 45469",39.7395406,-84.1787904
"Muncie, IN 47306",40.1984632,-85.4136959
"Erie, PA 16563",42.1090649,-79.9822126
"College Station, TX 77843",30.6096445,-96.33959209999999
"Russellville, AR 72801",35.2785177,-93.1428341
"Savannah, GA 31419",31.9708128,-81.15865149999999
"Azusa, CA 91702",34.1336186,-117.9075627
"Bridgewater, MA 02325",41.9865159,-70.9728396
"Provo, UT 84602",40.2524308,-111.6502622
"San Luis Obispo, CA 93407",35.3041998,-120.6631289
"Fort Collins, CO 80523",40.5702631,-105.0903456
"Fort Collins, CO 80523",40.5702631,-105.0903456
"Nevada, MO 64772",37.83920519999999,-94.3546719
"Daytona Beach, FL 32114",29.1987957,-81.04234290000001
"Fort Myers, FL 33965",26.4588273,-81.7622951
"Fort Myers, FL 33965",26.4588273,-81.7622951
"Milledgeville, GA 31061",33.0801429,-83.2320991
"Atlanta, GA 30302",33.75,-84.39999999999999
"Statesboro, GA 30460",32.4259367,-81.7828033
"Statesboro, GA 30460",32.4259367,-81.7828033
"Geneva, NY 14456",42.8679836,-76.985557
"Bloomington, IN 47405",39.1714266,-86.51860219999999
"Bethlehem, PA 18015",40.5967701,-75.3761952
"Farmville, VA 23909",37.3008211,-78.3952431
"Baltimore, MD 21210",39.3566383,-76.6354952
"Milwaukee, WI 53201",43.03,-87.92
"Detroit, MI 48221",42.4349152,-83.15417959999999
"Oxford, OH 45056",39.5069974,-84.74523099999999
"Rockville Centre, NY 11571",40.6599999,-73.65
"Bethlehem, PA 18018",40.6238902,-75.3936808
"Oberlin, OH 44074",41.2939386,-82.21737859999999
"University Park, PA 16802",40.8084075,-77.8638835
"Providence, RI 02918",41.84267029999999,-71.4402467
"West Lafayette, IN 47907",40.4401775,-86.9261008
"San Diego, CA 92182",32.7759882,-117.072053
"San Jose, CA 95192",37.34,-121.88
"San Jose, CA 95192",37.34,-121.88
"San Jose, CA 95192",37.34,-121.88
"Santa Clara, CA 95053",37.348667,-121.936645
"Edwardsville, IL 62026",38.7928034,-89.9953376
"College Station, TX 77843",30.6096445,-96.33959209999999
"Denton, TX 76204",33.2105565,-97.1303057
"Davis, CA 95616",38.5449065,-121.7405167
"Santa Barbara, CA 93106",34.4135868,-119.8496976
"Cincinnati, OH 45221",39.1325305,-84.5095304
"Colorado Springs, CO 80918",38.9043608,-104.7637619
"Evansville, IN 47722",37.9700012,-87.5422973
"Urbana, IL 61801",40.1059233,-88.2120315
"Lawrence, KS 66045",38.9499492,-95.2658318
"College Park, MD 20742",38.9908487,-76.944141
"Amherst, MA 01003",42.3956556,-72.52196169999999
"Lincoln, NE 68588",40.818253,-96.69522540000001
"Durham, NH 03824",43.13396789999999,-70.9264635
"Columbia, SC 29208",33.9963052,-81.027157
"Columbia, SC 29208",33.9963052,-81.027157
"Hattiesburg, MS 39406",31.32884159999999,-89.3315894
"Austin, TX 78712",30.2835151,-97.73488049999999
"Salt Lake City, UT 84112",40.7652201,-111.8419536
"Menomonie, WI 54751",44.8755183,-91.9193422
"Lexington, VA 24450",37.78402080000001,-79.4428157
"Blacksburg, VA 24061",37.22094939999999,-80.42280099999999
"Crawfordsville, IN 47933",40.0411536,-86.87445160000001
"Winston-Salem, NC 27109",36.1341553,-80.2781262
"Detroit, MI 48282",42.331427,-83.0457538
"Bloomsburg, PA 17815",41.003698,-76.4549457
"Durham, NC 27708",35.9992263,-78.94720889999999
"Manhattan, KS 66506",39.1998042,-96.581008
"Burlington, VT 05402",44.4799999,-73.2099999
"New York, NY 10031",40.8270209,-73.9506774
"Clemson, SC 29634",34.680476,-82.8391552
"Conway, SC 29528",33.84,-79.05
"Emmitsburg, MD 21727",39.7045417,-77.32693069999999
"Henderson, NV 89002",35.9607337,-114.939821
"Stillwater, OK 74078",36.1198996,-97.0888415
"Norfolk, VA 23529",36.8860765,-76.30805699999999
"Norfolk, VA 23529",36.8860765,-76.30805699999999
"Tacoma, WA 98447",47.1427431,-122.4407344
"Springfield, IL 62703",39.764682,-89.6345796
"Baltimore, MD 21250",39.2546062,-76.71200639999999
"Chico, CA 95929",39.735769,-121.8504463
"Newport News, VA 23606",37.0672839,-76.514138
"Philadelphia, PA 19130",39.9682609,-75.1749671
"Houghton, MI 49931",47.0979653,-88.5606025
"Durham, NC 27707",35.9530958,-78.9571069
"Juneau, AK 99801",58.3019444,-134.4197221
"Houston, TX 77058",29.5642078,-95.09110620000001
"Chicago, IL 60607",41.8733696,-87.650714
"Norman, OK 73019",35.1879507,-97.4421919
"Pittsburgh, PA 15260",40.4424402,-79.95319479999999
"Kingston, RI 02881",41.4787737,-71.5219477
"Tampa, FL 33606",27.926156,-82.4563199
"Logan, UT 84322",41.6577331,-111.8434441
"Laie, HI 96762",21.6482858,-157.9225549
"Long Beach, CA 90840",33.7838081,-118.1206801
"Elgin, IL 60123",42.0361546,-88.314212
"Florence, SC 29502",34.1955465,-79.8024289
"Florence, SC 29502",34.1955465,-79.8024289
"Ames, IA 50011",42.0288663,-93.64803069999999
"New York, NY 10004",40.7038704,-74.0138541
"Houghton, MI 49931",47.0979653,-88.5606025
"Sarasota, FL 34243",27.4081935,-82.52940650000001
"Dayton, OH 45469",39.7395406,-84.1787904
"University Park, PA 16802",40.8084075,-77.8638835
"Cleveland, OH 44115",41.4963405,-81.6719914
"Amherst, NY 14226",42.97900670000001,-78.792272
"Ames, IA 50011",42.0288663,-93.64803069999999
"Maryville, MO 64468",40.3461017,-94.8724706
"Maryville, MO 64468",40.3461017,-94.8724706
"Atlanta, GA 30314",33.7539971,-84.412014
"Swarthmore, PA 19081",39.9020565,-75.3499123
"Lubbock, TX 79409",33.5886439,-101.8820434
"Springfield, IL 62703",39.764682,-89.6345796
"La Crosse, WI 54601",43.8041647,-91.15449629999999
"New York, NY 10010",40.7388319,-73.98153370000001
"Lakeland, FL 33801",28.0486111,-81.89890799999999
"Boone, NC 28608",36.2139148,-81.6795209
"New Britain, CT 06050",41.6645208,-72.7784261
"Newport News, VA 23606",37.0672839,-76.514138
"Center Valley, PA 18034",40.5294058,-75.3936935
"New York, NY 10001",40.75368539999999,-73.9991637
"Nacogdoches, TX 75962",31.6031841,-94.6550321
"Berkeley, CA 94720",37.87015100000001,-122.2594606
"Louisville, KY 40292",38.21692609999999,-85.7624992
"Augusta, ME 04330",44.3106241,-69.7794897
"Reno, NV 89557",39.5445866,-119.8167317
"El Paso, TX 79968",31.77016069999999,-106.5047596
"West Chester, PA 19383",39.9506815,-75.60116719999999
"Elon, NC 27244",36.09827620000001,-79.5115433
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Indiana, PA 15705",40.61757610000001,-79.1583807
"Syracuse, NY 13244",43.04782609999999,-76.1432291
"Northridge, CA 91330",34.2489458,-118.5258067
"Fargo, ND 58108",46.88,-96.78999999999999
"Southfield, MI 48075",42.4595697,-83.2398943
"Laramie, WY 82071",41.3125068,-105.5855777
"Muncie, IN 47306",40.1984632,-85.4136959
"New York, NY 10010",40.7388319,-73.98153370000001
"Hanover, NH 03755",43.70195830000001,-72.2889045
"Sioux Center, IA 51250",43.0797991,-96.1756935
"Jersey City, NJ 07305",40.7008528,-74.0887576
"New York, NY 10003",40.7322535,-73.9874105
"Des Plaines, IL 60016",42.0488548,-87.8844309
"New Kensington, PA 15068",40.5697892,-79.7647705
"Rockford, IL 61108",42.2610481,-88.9509626
"Cortland, NY 13045",42.6011813,-76.1804843
"La Jolla, CA 92093",32.88435520000001,-117.2338066
"Iowa City, IA 52242",41.659363,-91.54870989999999
"Boston, MA 02125",42.3157363,-71.0527482
"Los Angeles, CA 90089",34.0220127,-118.2892046
"Alma, MI 48801",43.3789199,-84.6597274
"Memphis, TN 38104",35.1323787,-90.004663
"Cedar Rapids, IA 52402",42.0166364,-91.6663523
"Fairfax, VA 22030",38.84622359999999,-77.30637329999999
"Hastings, NE 68902",40.5860956,-98.38615130000001
"East Lansing, MI 48824",42.724305,-84.4796047
"Brooklyn, NY 11201",40.6986772,-73.9859414
"Delaware, OH 43015",40.2986724,-83.067965
"Terre Haute, IN 47803",39.465825,-87.31155299999999
"Greensboro, NC 27412",36.0680163,-79.80866209999999
"Charleston, SC 29424",32.7830575,-79.9365839
"Staten Island, NY 10314",40.5952146,-74.1827119
"Roanoke, VA 24014",37.2180925,-79.9080757
"Ames, IA 50011",42.0288663,-93.64803069999999
"Dubuque, IA 52001",42.5292381,-90.6962853
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Baltimore, MD 21251",39.34602659999999,-76.5827767
"Pleasantville, NY 10570",41.1333371,-73.7924152
"Troy, NY 12180",42.7284117,-73.69178509999999
"Hartsville, SC 29550",34.3740431,-80.07340049999999
"Cookeville, TN 38505",36.1755178,-85.5039271
"Boston, MA 02125",42.3157363,-71.0527482
"North Dartmouth, MA 02747",41.640396,-70.9694555
"North Dartmouth, MA 02747",41.640396,-70.9694555
"Hampton, VA 23668",37.0227164,-76.3373167
"Ames, IA 50011",42.0288663,-93.64803069999999
"Athens, OH 45701",39.3292396,-82.1012554
"New York, NY 10038",40.7071498,-74.0021019
"Kingsville, TX 78363",27.5158689,-97.85610899999999
"Irvine, CA 92697",33.6471239,-117.8421325
"Bluffton, SC 29909",32.3319107,-80.8875861
"Chicago, IL 60616",41.8403395,-87.6137011
"Philadelphia, PA 19144",40.0358382,-75.174734
"Grand Rapids, MI 49546",42.9219281,-85.50972259999999
"Staten Island, NY 10314",40.5952146,-74.1827119
"Hampton, VA 23668",37.0227164,-76.3373167
"Geneva, NY 14456",42.8679836,-76.985557
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Hanover, NH 03755",43.70195830000001,-72.2889045
"Hempstead, NY 11549",40.7132609,-73.62247289999999
"Gary, IN 46408",41.5412825,-87.3711477
"Maryville, TN 37804",35.7830899,-83.91089680000002
"San Marcos, CA 92069",33.1630271,-117.1617685
"Stockton, CA 95211",37.9794321,-121.3141847
"Boston, MA 02115",42.339904,-71.0898892
"Adrian, MI 49221",41.8851765,-84.05902900000001
"Alfred, NY 14802",42.2469977,-77.78811759999999
"Miami Shores, FL 33161",25.8631515,-80.1928253
"Miami Shores, FL 33161",25.8631515,-80.1928253
"Helena, MT 59625",46.60282979999999,-112.0343143
"Cedar Rapids, IA 52402",42.0166364,-91.6663523
"Pocatello, ID 83209",42.8612627,-112.4340616
"Birmingham, AL 35229",33.4412139,-86.8490126
"Conway, SC 29528",33.84,-79.05
"Elon, NC 27244",36.09827620000001,-79.5115433
"Oakland, CA 94619",37.7936811,-122.1462193
"Portsmouth, OH 45662",38.7317431,-82.9976742
"Auburn, AL 36849",32.5909562,-85.49297849999999
"Oroville, CA 95965",39.5137752,-121.556359
"Palatine, IL 60067",42.1112958,-88.0607565
"Long Island City, NY 11101",40.7443091,-73.9418603
"La Plume, PA 18440",41.5570649,-75.7544793
"New York, NY 10021",40.7700703,-73.9580246
"Jackson, MS 39210",32.3224537,-90.1773621
"Rochester, NY 14618",43.1156031,-77.55621
"Brooklyn, NY 11205",40.6945036,-73.9565551
"Waukesha, WI 53188",43.0165459,-88.29476749999999
"Roanoke, VA 24014",37.2180925,-79.9080757
"Columbus, GA 31907",32.4559867,-84.87763919999999
"Philadelphia, PA 19104",39.9583587,-75.1953934
"Frostburg, MD 21532",39.6581424,-78.92835699999999
"Atlanta, GA 30332",33.7700012,-84.3811458
"North Adams, MA 01247",42.70091499999999,-73.1087148
"Stanford, CA 94305",37.4135757,-122.1689284
"West Haven, CT 06516",41.2705484,-72.9469711
"Santa Rosa, CA 95401",38.4409697,-122.7971649
"New York, NY 10012",40.7250632,-73.9976946
"Mt Berry, GA 30149",34.29039,-85.1802699
"Bristol, RI 02809",41.6771101,-71.26620249999999
"Texas City, TX 77591",29.3997529,-95.0026454
"New York, NY 10027",40.8138912,-73.96243270000001
"Chicago, IL 60607",41.8733696,-87.650714
"Bend, OR 97701",44.0581728,-121.3153096
"Ann Arbor, MI 48109",42.3053253,-83.6694169
"Kent, OH 44242",41.15375,-81.35127
"Flint, MI 48504",43.0528038,-83.75178509999999
"Mississippi State, MS 39762",33.45622,-88.79570799999999
"Oberlin, OH 44074",41.2939386,-82.21737859999999
"Lafayette, LA 70504",30.2148762,-92.0193606
"Montgomery, AL 36124",32.37,-86.3
"Prescott, AZ 86301",34.5400242,-112.4685025
"Pittsburg, KS 66762",37.410884,-94.70496
"Durant, OK 74701",33.9924186,-96.39712329999999
"Lowell, MA 01854",42.6460285,-71.3646236
"St Thomas, VI 00802",18.3380965,-64.8940946
"Wichita, KS 67260",37.7162538,-97.2983363
"Auburn University, AL 36849",32.5909562,-85.49297849999999
"Palm Desert, CA 92260",33.6917281,-116.4075854
"Chadron, NE 69337",42.8294187,-102.9999069
"Conway, SC 29528",33.84,-79.05
"Milwaukee, WI 53202",43.0439776,-87.8991514
"Charlotte, NC 28223",35.3064021,-80.7332216
"North Andover, MA 01845",42.69870239999999,-71.1350575
"Kensington, PA 15068",40.5697892,-79.7647705
"Salem, MA 01970",42.5235097,-70.89523369999999
"New Orleans, LA 70118",29.9450835,-90.1261013
"Charlotte, NC 28223",35.3064021,-80.7332216
"Tampa, FL 33620",28.0634666,-82.4129729
"New York, NY 10016",40.74727,-73.9800645
"New York, NY 10001",40.75368539999999,-73.9991637
"St Thomas, VI 00802",18.3380965,-64.8940946
"Lexington, VA 24450",37.78402080000001,-79.4428157
"Riverside, CA 92503",33.8833867,-117.4438924
"Las Vegas, NM 87701",35.5942137,-105.2227978
"Marietta, GA 30060",33.9488147,-84.53794549999999
"Marietta, GA 30060",33.9488147,-84.53794549999999
"Tuscaloosa, AL 35487",33.207199,-87.5482025
"Little Rock, AR 72204",34.7179437,-92.3714901
"West Long Branch, NJ 07764",40.2897287,-74.0241367
"Santa Clara, CA 95053",37.348667,-121.936645
"Pittsburg, KS 66762",37.410884,-94.70496
"University Center, MI 48710",43.5595162,-83.99447769999999
"Charlottesville, VA 22904",38.0340277,-78.510016
"Canyon, TX 79016",34.9808062,-101.9155523
